1589688003.4565012,0.0,0
1589688008.4760628,0.0,0
1589688013.4860878,0.0,0
1589688018.4955034,0.0,0
1589688023.5065262,0.0,0
1589688028.5165162,0.0,0
1589688033.52664,0.0,0
1589688038.5403926,0.0,0
1589688043.5455618,0.0,0
1589688048.5523448,0.0,0
1589688053.5594168,0.0,0
1589688058.5697808,0.0,0
1589688063.5803857,0.0,0
1589688068.5897317,0.0,0
1589688073.6008606,0.0,0
1589688078.6141787,0.0,0
1589688083.6281645,0.0,0
1589688088.6391935,0.0,0
1589688093.6515527,0.0,0
1589688098.6618798,0.0,0
1589688103.6717458,0.0,0
1589688108.682527,0.0,0
1589688113.693627,0.0,0
1589688118.7027843,0.006055822163450702,0
1589688123.7169883,0.0,0
1589688128.7273796,0.0,0
1589688133.7378757,0.0,0
1589688138.747508,0.0,0
1589688143.757556,0.0,0
1589688148.7691212,0.0,0
1589688153.7794943,0.0,0
1589688158.7985477,0.0,0
1589688163.8086169,0.0,0
1589688168.8187833,0.0,0
1589688173.8296416,0.0,0
1589688178.8397517,0.0,0
1589688183.850417,0.0,0
1589688188.8610723,0.0,0
1589688193.8707197,0.0,0
1589688198.880661,0.0,0
1589688203.8900392,0.0,0
1589688208.8995578,0.0,0
1589688213.910157,0.0,0
1589688218.9220784,0.0,0
1589688223.931912,0.0,0
1589688228.9413884,0.0,0
1589688233.9518838,0.004101321603487021,0
1589688238.9616323,0.0,0
1589688243.9722457,0.0,0
1589688248.9817843,0.0,0
1589688253.9922166,0.0,0
1589688259.0020032,0.0032865163605239585,0
1589688264.0119987,0.0,0
1589688269.0216002,0.0,0
1589688274.0310538,0.0,0
1589688279.0421112,0.0,0
1589688284.0527856,0.0,0
1589688289.0631545,0.0,0
1589688294.072928,0.008954356336275004,0
1589688299.0831356,0.008692108164554083,0
1589688304.093623,0.0,0
1589688309.1108484,0.0,0
1589688314.121519,0.0,0
1589688319.131173,0.0,0
1589688324.1420975,0.0,0
1589688329.152317,0.0,0
1589688334.1623967,0.0,0
1589688339.1730483,0.0,0
1589688344.18277,0.010512401999522136,0
1589688349.1931515,0.0,0
1589688354.2028072,0.0,0
1589688359.213341,0.0,0
1589688364.2227895,0.0,0
1589688369.2319906,0.0,0
1589688374.2425642,0.0,0
1589688379.2519498,0.0,0
1589688384.2620778,0.0,0
1589688389.2719545,0.0,0
1589688394.2833252,0.0015035538545653362,0
1589688399.2938747,0.005989471175857068,0
1589688404.3037946,0.0,0
1589688409.3130405,0.0,0
1589688414.3233593,0.0,0
1589688419.333541,0.014266684816040001,0
1589688424.343598,0.0,0
1589688429.3542976,0.00654289743886028,0
1589688434.3681483,0.0,0
1589688439.381252,0.0,0
1589688444.390971,0.006874534162482529,0
1589688449.4009988,0.0,0
1589688454.4530442,0.0,0
1589688459.4626641,0.0,0
1589688464.4736435,0.0,0
1589688469.4828196,0.0,0
1589688474.493285,0.0,0
1589688479.503367,0.0,0
1589688484.5138133,0.0,0
1589688489.5245132,0.0,0
1589688494.5339477,0.0,0
1589688499.5439966,0.0,0
1589688504.5535424,0.0,0
1589688509.5653572,0.0,0
